NOMBRE DEL PLATILLO|ORIGEN|RENDIMIENTO (PERSONAS)|PREPARACIÓN (MIN)|COCCIÓN (MIN)|REPOSO (MIN)|REFRIGERACIÓN (MIN)|CONGELACIÓN (MIN)|DIFICULTAD|COSTO|INGREDIENTES|TIPO|Epoca|Categoría 
CHILES JALAPEÑOS RELLENOS DE MINILLA|VERACRUZ|6|25|60|0|0|0|3|2|ACEITE DE OLIVA, CEBOLLA, AJO, JITOMATE, AZUCAR, LAUREL, ATUN, PEREJIL, PASAS, ACEITUNA VERDE, ALCAPARRA, OREGANO, SAL, VINAGRE BLANCO, CHILE JALAPEÑO, AZUCAR|ENTRADA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos
CHILES PASADOS RELLENOS DE CHACALES|CHIHUAHUA|8|40|75|0|0|0|2|2|CERDO, CEBOLLA, AJO, JITOMATE, SAL, CHACAL, MANTEQUILLA, CHILE VERDE, HARINA, HUEVO, MANTECA, CREMA, QUESO RANCHERO|PLATOS PRINCIPALES CON VERDURAS|México Prehispánico (Antes de 1521)|Chiles rellenos
CHILES POBLANOS RELLENOS DE HONGOS|VERACRUZ|6|25|35|0|0|0|2|2|ACEITE DE OLIVA, CEBOLLA, ZANAHORIA, VINAGRE DE MANZANA, TOMILLO, OREGANO, LAUREL, SAL, JITOMATE, AJO, CHAMPIÑON, CHILE POBLANO|PLATOS PRINCIPALES CON VERDURAS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos
CHILES RELLENOS MONTERREY|NUEVO LEON|6|45|10|0|0|0|3|3|CHILE ANCHO, VINAGRETA DE HIERBAS, ZANAHORIA, CALABAZA, LAUREL, TOMILLO, MEJORANA, AGUACATE, LIMON, CEBOLLA, CHILE SERRANO, CHICHARRON, ARRACHERA, SAL, PIMIENTA|ENTRADA|Conquista y Virreinato (1521 – 1821)|Chiles rellenos
CHILES X CATIC RELLENOS DE CAZON|YUCATAN|6|20|25|20|0|0|2|3|CAZON, EPAZOTE, CERDO, JITOMATE, CEBOLLA, ACHIOTE, VINAGRE BLANCO, CHILE GUERO, SAL|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Chiles rellenos
CHILPACHOLE DE JAIBA|VERACRUZ|8|10|60|0|0|0|2|2|JITOMATE, CEBOLLA, AJO, CHILE JALAPEÑO, ACEITE DE MAIZ, CANELA, JAIBA, CALDO DE PESCADO, EPAZOTE, JAIBA, SAL, CHOCHOYOTE, SALSA MACHA, LIMON|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Prehispánico (Antes de 1521)|Sopas y caldos
CHILTOMATE |YUCATAN|5|10|0|0|0|0|1|1|JITOMATE, CHILE HABANERO, CEBOLLA, SAL|SALSAS REGIONALES|México Prehispánico (Antes de 1521)|Salsas y aderezos
CHINTEXTLE|OAXACA|12|20|10|0|0|0|2|2|CHILE PASILLA, AJO, VINAGRE DE MANZANA, ACEITE DE OLIVA, CAMARON, AGUACATE, CALABAZA, SAL|SALSAS DE TOMATE Y JITOMATE|México Prehispánico (Antes de 1521)|Salsas y aderezos
CHIPOZONTE DE POLLO|PUEBLA|10|25|85|0|0|0|1|2|CERDO, CEBOLLA, AJO, POLLO, HONGO, CHILE CHIPOTLE, JITOMATE, EPAZOTE, SAL|PLATOS PRINCIPALES CON POLLO|Conquista y Virreinato (1521 – 1821)|Sopas y caldos
CHIRMOL|CHIAPAS|6|10|5|0|0|0|1|1|JITOMATE, CHILE GUERO, SAL, CILANTRO|SALSAS REGIONALES|México Prehispánico (Antes de 1521)|Salsas y aderezos
CHIVICHANGAS O CHIMICHANGAS|SONORA|6|20|30|0|0|0|1|1|ACEITE, CEBOLLA, JITOMATE, SAL, PIMIENTA, FRIJOL, CHIPOTLE, QUESO CHIHUAHUA, TORTILLA DE HARINA|ANTOJITOS CON TRIGO|Revolución Mexicana (1910 - 1940)|Antojitos
CHURIPU|MICHOACAN|10|20|60|0|0|0|1|2|RES, HIERBABUENA, XOCONOSTLE, COL, CHILE PASILLA, TOMATE VERDE, AJO, CORUNDA, SAL|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos
CIGUAMONTE|CHIAPAS|5|10|60|0|0|0|1|3|VENADO, JITOMATE, CEBOLLA, AJO, CHILE GUAJILLO, CALDO DE RES, HOJA SANTA, EPAZOTE, SAL|PLATOS PRINCIPALES CON OTRAS CARNES|México Prehispánico (Antes de 1521)|Sopas y caldos
CLEMOLE CASTELLANO|PUEBLA|24|45|90|0|0|0|3|3|CERDO, CHILE ANCHO, CHILE PASILLA, AGUACATE, AVELLANA, NUEZ, PIÑON, PIMIENTA, GUAJOLOTE, PAN, SAL|MOLE ESPECIAL|Conquista y Virreinato (1521 – 1821)|Moles y adobos
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|BAGRE, CALABAZA, TAMARINDO, PULQUE BLANCO, ACEITE, TOMATE VERDE, CEBOLLA, AJO, CHILE SERRANO, EPAZOTE, SAL|MOLE DE INGREDIENTES FRESCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos
CLEMOLE DE MORELOS|MORELOS|12|20|30|0|0|0|1|2|TAMARINDO, CALDO DE POLLO, ACEITE, CHILE SERRANO, AJO, CEBOLLA, TOMATE VERDE, EPAZOTE, SAL|MOLE DE INGREDIENTES FRESCOS|Conquista y Virreinato (1521 – 1821)|Moles y adobos
COBERTURA PARA CONCHAS|CIUDAD DE MEXICO|15|15|0|0|0|0|2|1|MANTEQUILLA, MARGARINA, AZUCAR, HARINA DE TRIGO, COCOA|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Panes y masas
COCADA|COLIMA|12|25|60|0|0|0|2|3|COCO, AZUCAR, LECHE, VAINILLA, HUEVO, MANTECA, ALMENDRA|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
COCHINITA PIBIL|YUCATAN|12|30|180|480|0|0|2|2|RECAUDO, NARANJA, CERDO, PLATANO, CALDO, SAL, ESCABECHE BLANCO, TORTILLA DE MAIZ|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes
COCHINITOS DE PILONCILLO|HIDALGO|30|35|20|720|0|0|2|1|PILONCILLO, MANTEQUILLA, AZUCAR, MELAZA, HARINA DE TRIGO, POLVO PARA HORNEAR, ANIS, SAL, HUEVO|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Dulces y postres
COCHITO AL HORNO|CHIAPAS|12|50|150|240|0|0|2|3|OREGANO, TOMILLO, MEJORANA, CLAVO, JENGIBRE, CANELA, AJO, CHILE ANCHO, VINAGRE DE FRUTA, CERDO, PIMIENTA, CALDO DE POLLO, SAL, LECHUGA ROMANA, CEBOLLA, VINAGRETA|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes
CODORNICES AL CARBON|BAJA CALIFORNIA|4|10|10|480|0|0|2|2|ACEITE DE OLIVA, LIMON, AJO, CEBOLLA, TOMILLO, CODORNIZ, ARUGULA, JITOMATE CHERRY, SAL, PIMIENTA|PLATOS PRINCIPALES CON OTRAS CARNES|Conquista y Virreinato (1521 – 1821)|Aves
CODORNICES EN ESCABECHE ORIENTAL|YUCATAN|6|40|45|720|0|0|2|3|VINAGRE, NARANJA, RECAUDO NEGRO, CODORNIZ, CEBOLLA, PLATANO, ACEITE, CALDO DE POLLO, SAL, PIMIENTA|PLATOS PRINCIPALES CON OTRAS CARNES|Conquista y Virreinato (1521 – 1821)|Aves
CODZITOS|CAMPECHE|10|30|60|0|0|0|2|1|CERDO, JITOMATE, OREGANO, PAN, RECAUDO BLANCO, MAIZ, ACEITE, EPAZOTE, SAL|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos
COLAS DE LANGOSTA AL MOJO DE AJO|BAJA CALIFORNIA|2|10|12|0|0|0|2|3|LANGOSTA, ACEITE DE OLIVA, AJO, SAL, PEREJIL, PIMIENTA|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos
COMPOTA DE XOCONOSTLE|GUANAJUATO|8|10|45|480|0|0|1|1|XOCONOSTLE, AZUCAR, CAL|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
CONCHAS|CIUDAD DE MEXICO|14|45|40|120|0|0|2|1|HARINA DE TRIGO, LECHE, LEVADURA, HUEVO, SAL, MANTEQUILLA, AZUCAR, MANTECA, COBERTURA PARA CONCHAS|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Panes y masas
CONEJO EN CHILE MULATO|QUERETARO|4|30|50|0|0|0|3|3|ACEITE, CONEJO, CEBOLLA, AJO, CALDO DE RES, APIO, ZANAHORIA, CHILE MULATO, CREMA, SAL|PLATOS PRINCIPALES CON OTRAS CARNES|Conquista y Virreinato (1521 – 1821)|Carnes
CONEJO EN PENCA|QUERETARO|6|50|120|120|0|0|3|2|CONEJO, AGUA, VINAGRE, AJO, CEBOLLA, MEJORANA, TOMILLO, LAUREL, JITOMATE, CHILE DE ARBOL, CILANTRO, EPAZOTE, NOPAL, MANTECA, MAGUEY, SAL, ARROZ, FRIJOL, TORTILLA DE MAIZ|PLATOS PRINCIPALES CON OTRAS CARNES|Conquista y Virreinato (1521 – 1821)|Carnes
CORONA DE CHILAQUILES|CIUDAD DE MEXICO|6|15|25|0|0|0|1|2|CHORIZO, CARNE DE CERDO, TORTILLA DE MAIZ, CLEMOLE CASTELLANO, MANTECA DE CERDO, CREMA ACIDA|DESAYUNO|México Contemporáneo (1940 - Actualidad)|Antojitos
CORONA DE FIDEOS|CIUDAD DE MEXICO|10|20|25|0|0|0|2|2|JITOMATE, ACEITE, FIDEO, AJO, CEBOLLA, QUESO, OREGANO, CHILE CHIPOTLE, AGUACATE, SAL, PIMIENTA|SOPA|Influencia europea / Porfiriato (1821 - 1910)|Pastas
CORUNDAS MORELIANAS|MICHOACAN|25|40|60|0|0|0|2|2|MASA DE MAIZ, CERDO, AGUA, SAL, BICARBONATO DE SODIO, HARINA DE ARROZ, QUESO, POLVO PARA HORNEAR, CAÑA DE MAIZ|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|México Prehispánico (Antes de 1521)|Tamales
COYOTAS|SONORA|12|40|35|30|0|0|2|1|HARINA DE TRIGO, SAL, CERDO, LEVADURA, PILONCILLO|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Dulces y postres
CREMA DE ELOTE|CIUDAD DE MEXICO|8|10|30|0|0|0|1|1|ELOTE, CALDO DE POLLO, LECHE, CEBOLLA, AJO, MANTEQUILLA, NUEZ MOSCADA, SAL, PIMIENTA|SOPA|Influencia europea / Porfiriato (1821 - 1910)|Sopas y caldos
CREPAS DE CUITLACOCHE|CIUDAD DE MEXICO|10|15|30|0|0|0|2|2|CUITLACOCHE, CREPAS, CREMA, MANTEQUILLA, NUEZ MOSCADA, ELOTE, CHILE POBLANO, QUESO, SAL, PIMIENTA|ENTRADA|México Contemporáneo (1940 - Actualidad)|Entrées
CUACHALA|COLIMA|8|20|150|0|0|0|2|2|GALLINA, CEBOLLA, TOMILLO, MEJORANA, PEREJIL, CHILE ANCHO, CHILE GUAJILLO, AJO, TOMATE VERDE, CERDO, SAL|PLATOS PRINCIPALES CON POLLO|Conquista y Virreinato (1521 – 1821)|Sopas y caldos
CUBILETES|CIUDAD DE MEXICO|12|20|15|0|0|0|2|1|HUEVO, AZUCAR, HARINA DE TRIGO, MAIZ, MANTEQUILLA|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Dulces y postres
DISCADA NORTEÑA|CHIHUAHUA|10|35|30|15|0|0|2|3|CHORIZO, TOCINO, COMINO, RES, CERDO, CEBOLLA, CHILE POBLANO, JITOMATE, CHILE CHIPOTLE, SAL, PIMIENTA, TORTILLA DE HARINA, FRIJOL|PLATOS PRINCIPALES CON CARNE ROJA|Revolución Mexicana (1910 - 1940)|Carnes
DULCE DE CALABAZA|TABASCO|32|15|60|0|0|0|1|2|CALABAZA, TEJOCOTE, PILONCILLO, CANELA, LECHE|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
DULCE DE FRIJOL ENVINADO|BAJA CALIFORNIA|12|10|30|0|0|0|1|1|FRIJOL, LECHE, AZUCAR, VAINILLA, JEREZ|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
DULCE DE HIGOS VERDES|YUCATAN|10|10|30|0|0|0|1|2|HIGO VERDE, LIMON, AGUA, AZUCAR, CREMA|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
DULCE DE PLATON DE MAIZ AZUL|ESTADO DE MEXICO|8|30|70|480|0|0|2|1|MAIZ AZUL, TEQUESQUITE, LECHE, CANELA, AZUCAR, AGUA DE AZAHAR, CANELA|DULCES Y POSTRES|México Prehispánico (Antes de 1521)|Dulces y postres
DZIK DE VENADO|YUCATAN|8|20|0|0|0|0|1|2|VENADO, CILANTRO, JITOMATE, RABANO, CEBOLLA, CHILE VERDE, NARANJA, TOSTADA DE MAIZ, SAL|ENTRADA|México Prehispánico (Antes de 1521)|Carnes
DZOTOBICHAY|YUCATAN|40|60|60|0|0|0|3|2|CHAYA, MASA DE MAIZ, CALABAZA, HUEVO, CERDO, CEBOLLA, JITOMATE, CHILE HABANERO, SAL|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|México Prehispánico (Antes de 1521)|Tamales
EMPANADAS DE CALABAZA DE CASTILLA|NUEVO LEON|8|60|50|0|30|0|1|1|CALABAZA, ANIS, CANELA, AZUCAR, NUEZ, HARINA DE TRIGO, SAL, CERDO, AGUA, HUEVO|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Dulces y postres
EMPANADAS DE VIGILIA|CAMPECHE|8|25|40|10|0|0|2|2|ACEITE DE OLIVA, CEBOLLA, AJO, JITOMATE, PEREJIL, PESCADO, SAL, PIMIENTA|ANTOJITOS CON TRIGO|Conquista y Virreinato (1521 – 1821)|Comida cuaresmal
EMPANADITAS DE FRIJOLES|GUANAJUATO|8|30|30|0|0|0|1|1|ACEITE DE MAIZ, AJO, CHILE PIQUIN, FRIJOL, COMINO, SAL, MAIZ, SALSA, CREMA, QUESO|GUARNICIONES|Conquista y Virreinato (1521 – 1821)|Antojitos
ENCHILADAS MINERAS|GUANAJUATO|4|25|15|0|0|0|1|1|CHILE GUAJILLO, AJO, COMINO, OREGANO, SAL, CERDO, MAIZ, PAPA, ZANAHORIA, QUESO RANCHERO, CEBOLLA, LECHUGA, CHILE JALAPEÑO|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos
ENCHILADAS POTOSINAS|SAN LUIS POTOSI|10|30|30|20|0|0|2|1|ACEITE, AJO, JITOMATE, CHILE SERRANO, QUESO CHIHUAHUA, SAL, MAIZ, CHILE ANCHO, TRIGO, SAL, CEBOLLA, AGUACATE, QUESO AÑEJO|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos
ENCHILADAS SUIZAS|CIUDAD DE MEXICO|4|10|15|0|0|0|2|2|CERDO, MAIZ, POLLO, TOMATE, CREMA, QUESO DE HEBRA, QUESO CHIHUAHUA|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos
ENCHILADAS TRICOLOR|CIUDAD DE MEXICO|3|15|15|0|0|0|2|3|MOLE VERDE, MOLE DE NOVIA, MOLE POBLANO, MAIZ, POLLO, CEBOLLA, QUESO|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos
ENFRIJOLADAS|CIUDAD DE MEXICO|2|15|5|0|0|0|2|2|FRIJOL, ACEITE, MAIZ, POLLO, CREMA, QUESO, CEBOLLA|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos
ENMOLADAS|PUEBLA|2|10|5|0|0|0|2|2|MOLE POBLANO, ACEITE, MAIZ, POLLO, CREMA, QUESO|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos
ENSALADA DE AVANDARO|ESTADO DE MEXICO|6|10|15|0|0|0|1|1|VINAGRE DE FRUTA, AJO, HINOJO, MIEL, PIMIENTA, ACEITE DE OLIVA, SAL, LECHUGA FRANCESA, LECHUGA SANGRIA, CALABAZA, HUEVO DE CODORNIZ, AMARANTO|ENTRADA|México Contemporáneo (1940 - Actualidad)|Ensaladas
ENSALADA DE NOPALES|CIUDAD DE MEXICO|6|15|20|15|0|0|1|1|NOPAL, TOMATE, AZUCAR, OREGANO, VINAGRE DE MANZANA, ACEITE DE OLIVA, CEBOLLA, RABANO, CHILE JALAPEÑO, JITOMATE, CILANTRO, SAL|ENTRADA|México Prehispánico (Antes de 1521)|Ensaladas
ENSALADA TIBIA DEL RANCHO|ESTADO DE MEXICO|6|20|30|0|0|0|2|1|HABA, ZANAHORIA, CEBOLLA, ACEITE, POLLO, AJO, TOMILLO, ANIS, SAL, PIMIENTA|ENTRADA|México Contemporáneo (1940 - Actualidad)|Ensaladas
ENVUELTOS DE CARNE CON VERDURAS|CIUDAD DE MEXICO|6|15|20|0|0|0|2|2|RES, ZANAHORIA, EJOTE, TOCINO, ELOTE, MANTEQUILLA, LIMON, SAL, PIMIENTA, GUACAMOLE, FRIJOL|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes
ESCABECHE BLANCO|YUCATAN|8|5|20|120|0|0|1|1|CEBOLLA, VINAGRE DE YEMA, CHILE XCATIC, AJO, SAL, PIMIENTA, RECAUDO|ESPECIALIDADES YUCATECAS|Conquista y Virreinato (1521 – 1821)|Encurtidos
ESCABECHE DE CEBOLLA MORADA|YUCATAN|4|15|5|120|1|1|1|1|ACEITE, CHILE HABANERO, CEBOLLA, VINAGRE DE MANZANA, PIMIENTA, TOMILLO, LAUREL, MEJORANA, SAL|ESPECIALIDADES YUCATECAS|Conquista y Virreinato (1521 – 1821)|Encurtidos
ESCABECHE DE ELOTITOS|MORELOS|4|10|15|60|0|0|1|2|ELOTE, ACEITE DE OLIVA, CEBOLLA, ZANAHORIA, PIMIENTA, LAUREL, OREGANO, VINAGRE BLANCO, SAL|ENTRADA|Conquista y Virreinato (1521 – 1821)|Encurtidos
ESCABECHE DE MAR|BAJA CALIFORNIA|6|30|30|0|0|0|1|2|ACEITE DE OLIVA, AJO, CEBOLLA, PIMIENTA, ANIS, VINAGRE DE VINO BLANCO, LAUREL, TOMILLO, MEJORANA, CHILE SERRANO, SAL, AGUA, CHICHARO, ZANAHORIA, COLIFLOR, PESCADO, MARISCOS|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos
ESCABECHE DE PULPO|VERACRUZ|6|20|30|0|0|0|1|2|ACEITE DE OLIVA, AJO, CEBOLLA, PIMIENTA, ANIS, VINAGRE DE VINO BLANCO, LAUREL, TOMILLO, MEJORANA, CHILE SERRANO, SAL, AGUA, PULPO, COLIFLOR, EJOTE, CALABAZA, CHICHARO, ZANAHORIA|ENTRADA|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos
ESCAMOLES DE GUACAMOLE|HIDALGO|8|10|10|0|0|0|1|3|MANTEQUILLA, ACEITE DE MAIZ, CEBOLLA, ESCAMOLES, EPAZOTE, CHILE VERDE, TORTILLA TAQUERA, GUACAMOLE, SAL|ENTRADA|México Prehispánico (Antes de 1521)|Exóticos
ESPAGUETI A LA MEXICANA|CIUDAD DE MEXICO|6|15|13|0|0|0|2|2|JITOMATE, CEBOLLA, AJO, AZUCAR, TOMILLO, CHILE CHIPOTLE, ESPAGUETI, ACEITE DE OLIVA, QUESO PARMESANO, CILANTRO, PEREJIL, CHILE GUAJILLO, SAL|SOPA|Influencia europea / Porfiriato (1821 - 1910)|Pastas
ESPINAZO CON VERDOLAGAS|CIUDAD DE MEXICO|6|20|150|0|0|0|1|1|CEBOLLA, AJO, MEJORANA, TOMILLO, CERDO, VERDOLAGA, TOMATE VERDE, CHILE ANCHO, CHILE PASILLA, TORTILLA DE MAIZ, CANELA, CLAVO, COMINO, SAL, PIMIENTA|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes
ESTOFADO DE FAISAN|OAXACA|6|60|60|0|0|0|3|3|AJO, CEBOLLA, LAUREL, MEJORANA, TOMILLO, FAISAN, CHILE ANCHO, JITOMATE, TOMATE, ACEITE, ALMENDRA, AJONJOLI, PASA, PAN, CALDO DE FAISAN, ACEITUNA, ALCAPARRA, CHORIZO, CANELA, CLAVO, SAL, PIMIENTA|PLATOS PRINCIPALES CON OTRAS CARNES|Conquista y Virreinato (1521 – 1821)|Aves
FIAMBRE DE PATITAS DE PUERCO|SAN LUIS POTOSI|8|20|90|120|0|0|1|2|PUERCO, AJO, TOMILLO, LAUREL, MEJORANA, CEBOLLA, POLLO, VINAGRE BLANCO, ACEITE, SAL, LECHUGA, JICAMA, NARANJA|PLATOS PRINCIPALES CON OTRAS CARNES|Conquista y Virreinato (1521 – 1821)|Carnes
FILETE DE CERDO EN CACAHUATE|VERACRUZ|6|30|15|10|0|0|2|2|CACAHUATE, CERDO, CANELA, ACEITE DE MAIZ, CHILE GUAJILLO, CHILE ANCHO, JITOMATE, HOJA SANTA, CEBOLLA, AJO, PIMIENTA, AZUCAR, BOLILLO, CHILE CHIPOTLE, CALDO DE CERDO, VINAGRE DE CAÑA, VINO TINTO, SAL|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes
FLAN DE CHOCOLATE DE METATE CON BUÑUELITOS DE AMARANTO Y MIEL DE JAMAICA|CIUDAD DE MEXICO|8|60|90|0|180|0|3|3|AZUCAR, LECHE, CREMA, CANELA, CAFÉ, VAINILLA, CHOCOLATE DE METATE, CHOCOLATE, HUEVO, HARINA DE TRIGO, HARINA DE AMARANTO, SAL, ANIS, CERDO, MANTEQUILLA, ACEITE DE MAIZ, JAMAICA, GLUCOSA, OBLEAS|DULCES Y POSTRES|México Contemporáneo (1940 - Actualidad)|Dulces y postres
FLAN DE QUESO CON FRUTA|CIUDAD DE MEXICO|8|20|130|0|120|0|2|2|AZUCAR, LECHE, HUEVO, QUESO DOBLE CREMA, MAIZ, FRUTA EN ALMIBAR|DULCES Y POSTRES|Influencia europea / Porfiriato (1821 - 1910)|Dulces y postres
FLAN NAPOLITANO CON DURAZNOS|CIUDAD DE MEXICO|10|20|110|0|120|0|2|2|DURAZNO, ALMIBAR, AZUCAR, HUEVO, YEMA, LECHE, QUESO CREMA, MAIZ, VAINILLA|DULCES Y POSTRES|Influencia europea / Porfiriato (1821 - 1910)|Dulces y postres
FLAUTAS DEL NORTE|COAHUILA|4|20|35|0|0|0|1|2|ACEITE, CEBOLLA, CERDO, JITOMATE, ALMENDRA, PASA, CLAVO, CANELA, TORTILLA DE HARINA, SAL, PIMIENTA, ENSALADA|ANTOJITOS CON TRIGO|Revolución Mexicana (1910 - 1940)|Antojitos
FLOR DE IZOTE EN ALMIBAR|SAN LUIS POTOSI|8|5|30|0|0|0|1|1|IZOTE, CAL, CANELA, AZUCAR, GUAYABA|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
FRESONES CON QUESO Y MIEL|GUANAJUATO|2|10|0|0|0|0|1|1|QUESO, HINOJO, FRESA, MIEL, AMARANTO|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Postres
FRIJOL CON PUERCO|YUCATAN|6|15|120|10|0|0|1|2|CERDO, FRIJOL, CEBOLLA, EPAZOTE, CHILTOMATE, SALPICON|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Platos fuertes
FRIJOLES CHARROS|NUEVO LEON|6|20|150|0|0|0|1|1|FRIJOL, CEBOLLA, AJO, TOCINO, CHORIZO, JITOMATE, CHILE JALAPEÑO, CILANTRO|GUARNICIONES|Conquista y Virreinato (1521 – 1821)|Acompañamientos
FRIJOLES COLADOS|YUCATAN|4|20|20|0|0|0|2|1|FRIJOL, CERDO, CEBOLLA, CHILE VERDE|GUARNICIONES|México Prehispánico (Antes de 1521)|Acompañamientos
FRIJOLES DE LA OLLA|MICHOACÁN|8|10|150|0|0|0|2|1|FRIJOL, CEBOLLA, ACEITE, SAL, EPAZOTE|GUARNICIONES|México Prehispánico (Antes de 1521)|Acompañamientos
FRIJOLES REFRITOS|JALISCO|6|20|25|0|0|0|2|1|ACEITE, CEBOLLA, AJO, FRIJOL, QUESO, TORTILLA|GUARNICIONES|Conquista y Virreinato (1521 – 1821)|Acompañamientos
GALLETAS DE PINOLE|CHIHUAHUA|20|30|15|0|0|0|1|1|HARINA DE TRIGO, POLVO PARA HORNEAR, BICARBONATO DE SODIO, AZUCAR, PINOLE, HUEVO, MANTECA, SAL, NUEZ, CERDO, CANELA|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Dulces y postres
GARBANZOS EN AMARILLO|QUERETARO|6|10|50|720|0|0|2|1|GARBANZO, CERDO, CEBOLLA, AJO, CHILE CASCABELILLO, JITOMATE, CURCUMA, COMINO, MAIZ, PEREJIL, SAL|SOPA|Conquista y Virreinato (1521 – 1821)|Legumbres
GAZNATES|OAXACA|8|30|20|15|0|0|2|2|MANTEQUILLA, HUEVO, AGUARDIENTE, ANIS, HARINA DE TRIGO, ACEITE, PIÑA, ALMENDRA|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
GELATINA DE PITAYA CON YOGUR Y COCADA|HIDALGO|6|20|5|240|0|0|1|1|GRENETINA, PITAYA, AZUCAR, YOGUR, COCADA|DULCES Y POSTRES|México Contemporáneo (1940 - Actualidad)|Dulces y postres
GOLLORIAS DE LECHE|OAXACA|12|10|40|0|0|0|1|1|LECHE, AZUCAR, CANELA, NUEZ|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
GORDITAS|CIUDAD DE MEXICO|6|30|10|0|0|0|1|1|MAIZ, CERDO, TRIGO, SAL, POLVO PARA HORNEAR, CHICHARRON, QUESO, CEBOLLA, CILANTRO|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos
GORDITAS DE LA VILLA|CIUDAD DE MEXICO|20|10|15|180|0|0|1|1|CERDO, MASA DE MAIZ, AZUCAR, BICARBONATO DE SODIO, TEQUESQUITE, HUEVO|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Antojitos
GORDITAS DE NATA|ESTADO DE MEXICO|12|20|25|0|0|0|1|1|NATA, AZUCAR, HUEVO, HARINA DE TRIGO, CERDO, POLVO PARA HORNEAR, CANELA, LECHE|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Antojitos
GUACAMOLE BASICO|MICHOACÁN|8|10|0|0|0|0|1|1|AGUACATE, LIMON, CEBOLLA, CHILE SERRANO, JITOMATE, CILANTRO, SAL|GUACAMOLE|México Prehispánico (Antes de 1521)|Salsas y aderezos
GUACAMOLE CON CHILE GUERO|SINALOA|8|10|0|0|0|0|1|1|AGUACATE, LIMON, CEBOLLA, CHILE GUERO, JITOMATE, PEREJIL, SAL|GUACAMOLE|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos
GUACAMOLE CON CHILE MANZANO|MICHOACÁN|8|10|0|0|0|0|1|1|AGUACATE, LIMON, CABOLLA, PIMIENTO MORRON, CHILE MANZANO, JITOMATE, CILANTRO, SAL|GUACAMOLE|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos
